DATE DE CLASSEMENT;TYPOLOGIE ÉTABLISSEMENT;CLASSEMENT;CATÉGORIE;MENTION (villages de vacances);NOM COMMERCIAL;ADRESSE;CODE POSTAL;COMMUNE;SITE INTERNET;TYPE DE SÉJOUR;CAPACITÉ D'ACCUEIL (PERSONNES);NOMBRE DE CHAMBRES;NOMBRE D'EMPLACEMENTS;NOMBRE D'UNITES D'HABITATION (résidences de tourisme);NOMBRE DE LOGEMENTS (villages de vacances);classement prorogé
20/06/2022;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL CLAMADOR;Route d'Aigues-Mortes;13460;SAINTES-MARIES-DE-LA-MER;https://www.hotelclamador.com/;-;63;29;-;-;-;non
24/03/2023;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL CLAPCLAP STRASBOURG;24-26 rue du Faubourg National;67100;STRASBOURG;https://www.clapclap-strasbourg.com/;-;209;87;-;-;-;non
29/07/2022;HÔTEL DE TOURISME;4 étoiles;-;-;HÔTEL CLARIDGE;37 rue de françois 1er;75008;PARIS 8E ARRONDISSEMENT;https://hotelclaridgeluxe.com/fr/;-;84;42;-;-;-;non
17/01/2024;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL CLARISSE;159 BOULEVARD LEFEBVRE;75015;PARIS;https://www.hotelclarisse.com/fr/;-;62;27;-;-;-;non
25/05/2023;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL CLAUDE BERNARD SAINT GERMAIN;43 Rue des écoles;75005;PARIS 5E ARRONDISSEMENT;https://www.hotelclaudebernardparis.com/;-;83;37;-;-;-;non
14/11/2022;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL CLAUZEL;33 rue des martyrs;75009;PARIS 9E ARRONDISSEMENT;http://www.hotelclauzel.fr/;-;86;38;-;-;-;non
07/02/2022;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL CLERMONT ESTAING;61 rue du Ressort;63100;CLERMONT-FERRAND;https://www.hotelclermontestaing.com/;-;215;77;-;-;-;non
07/06/2024;HÔTEL DE TOURISME;4 étoiles;-;-;HÔTEL CLERMONT-FERRAND CENTRE JAUDE;1 AVENUE JULIEN;63100;CLERMONT-FERRAND;https://all.accor.com/hotel/9171/index.fr.shtml;-;272;125;-;-;-;non
13/11/2023;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL CLOS 85;85 route de l'océan;40260;LINXE;https://www.logishotels.com/fr/hotel/logis-hotel-clos-85-2854;-;19;8;-;-;-;non
02/05/2025;HÔTEL DE TOURISME;4 étoiles;-;-;HÔTEL CLOS CASTEL;13 avenue du 8 Mai 1945;47700;CASTELJALOUX;https://www.clos-castel.fr/;-;21;10;-;-;-;non
07/11/2022;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL CLOS DES IRIS;chemin de quinson;04360;MOUSTIERS-SAINTE-MARIE;http://www.closdesiris.fr;-;21;9;-;-;-;non
20/02/2024;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL CLOS FLEURI;134 Avenue Monseigneur de Langle;11400;CASTELNAUDARY;www.leclosfleuri.fr/;-;64;32;-;-;-;non
13/10/2021;HÔTEL DE TOURISME;4 étoiles;-;-;HÔTEL CLOS MARCEL;410 allée de la Plage;74410;DUINGT;https://www.closmarcel.fr/;-;34;14;-;-;-;non
02/06/2022;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL CLOS SAINTE-MARIE;25 rue du Petit Mouësse;58000;NEVERS;https://clos-sainte-marie.fr/;-;37;17;-;-;-;non
24/12/2024;HÔTEL DE TOURISME;5 étoiles;-;-;HÔTEL CLOS VAUBAN;1 place du Colonel Grouchy;52200;LANGRES;https://closvauban.com/;-;18;8;-;-;-;non
20/02/2023;HÔTEL DE TOURISME;4 étoiles;-;-;HÔTEL CLOÎTRE SAINT-LOUIS;20 rue du portail Boquier;84000;AVIGNON;https://www.hotel-cloitre-saintlouis-avignon.fr/fr/;-;175;80;-;-;-;non
25/02/2022;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL CLUB EL PARADISO;71 porte de France;06500;MENTON;http://www.univac.net/fr/find/0/edit/4/4/70/104/hotel---el-paradiso.html;-;82;39;-;-;-;non
22/07/2024;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL CLUB JOSEPH CHARLES;Route de Bastia;20220;L'ÎLE-ROUSSE;http://www.univac.net/fr/edit/5/5/73/104/hotel-club-joseph-charles.html;-;98;42;-;-;-;non
07/07/2022;VILLAGE DE VACANCES;3 étoiles;-;NON;HÔTEL CLUB LE BALCON DES ÉCRINS;462 Charrière grande de Pra Goudin;05160;RÉALLON;https://www.lebalcondesecrins.com/;FORMULE_PENSION;94;-;-;-;37;non
26/07/2023;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL CLUB LE CAPET;35 avenue Georges Pompidou;83120;SAINTE-MAXIME;http://www.univac.net/fr/edit/3/3/68/104/hotel-club-le-capet.html;-;205;91;-;-;-;non
04/01/2024;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL CLUB LE RISOUX;675 rue du crêtet;39220;BOIS-D'AMONT;http://www.hotelclublerisoux.com/;-;158;55;-;-;-;non
25/07/2022;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL CLUB MARINA VIVA;Marina Viva;20166;GROSSETO-PRUGNA;https://www.marinaviva.fr/;-;958;378;-;-;-;non
02/07/2021;HÔTEL DE TOURISME;4 étoiles;-;-;HÔTEL CLUB PORT LA GALÈRE;27 avenue de la Réale Cité Marine de Port La Galère;06590;THÉOULE-SUR-MER;http://www.clubportlagalere.com/;-;36;17;-;-;-;non
29/09/2021;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL CLUNY SQUARE;21 boulevard Saint Michel;75005;PARIS 5E ARRONDISSEMENT;https://www.cluny-paris-hotel.com/;-;58;30;-;-;-;non
22/07/2022;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL CLÉMENCEAU;4 cours Georges Clémenceau;33000;BORDEAUX;https://www.hotel-bordeaux-clemenceau.com/fr/;-;81;45;-;-;-;non
15/03/2023;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL CLÉMENT;6 rue Clément;75006;PARIS 6E ARRONDISSEMENT;https://www.hotel-clement.com/;-;63;28;-;-;-;non
17/10/2022;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL CLÉRIA;27 Boulevard Franchet-d'Esperey;56100;LORIENT;http://www.hotel-cleria.com;-;71;33;-;-;-;non
22/04/2024;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL COCO BEACH RESORT;route des basses, grand-bourg;97112;GRAND-BOURG;www.cocobeachmariegalante.com;-;33;10;-;-;-;non
24/10/2024;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL COCO ISLAND;21 avenue de la Mer;97460;SAINT-PAUL;https://www.coco-island.re/;-;47;22;-;-;-;non
31/05/2021;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL COCOON INN;20 place Verte;62780;CUCQ;https://cocooninnhotel.com/fr/;-;32;16;-;-;-;non
14/09/2021;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL CODALYSA;2 rue Charlie Chaplin;77200;TORCY;http://interhotel-codalysa.fr/;-;197;95;-;-;-;non
06/07/2022;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL COEUR DE LOIRE;3 rue Anatole Le Braz;44000;NANTES;https://coeurdeloirehotel.com/;-;30;15;-;-;-;non
28/10/2021;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL COEUR DES NEIGES;64 chemin du Vieux Pont;74170;SAINT-GERVAIS-LES-BAINS;https://hotelcoeurdesneiges.com/;-;34;15;-;-;-;non
09/05/2022;HÔTEL DE TOURISME;4 étoiles;-;-;HÔTEL COEUR MARIN;8 boulevard Franklin Roosevelt;85100;LES SABLES-D'OLONNE;https://hotelcoeurmarin.com/;-;94;42;-;-;-;non
02/11/2021;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL COLBERT;12 rue Bricka;06160;ANTIBES;https://juan-les-pins.brithotel.fr/;-;66;32;-;-;-;non
14/01/2022;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL COLBERT;78 rue Colbert;37000;TOURS;https://tours-hotel-colbert.fr/;-;22;9;-;-;-;non
13/05/2024;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL COLBERT;3 boulevard du Commandant Passicot;64500;SAINT-JEAN-DE-LUZ;http://www.hotelcolbertsaintjeandeluz.com;-;65;34;-;-;-;non
14/01/2022;HÔTEL DE TOURISME;4 étoiles;-;-;HÔTEL COLETTE;5 place de la Gare;06400;CANNES;https://www.hotelcolette.com/;-;77;45;-;-;-;non
26/11/2021;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL COLINETTE;16 avenue de la Grande Plage;17110;SAINT-GEORGES-DE-DIDONNE;https://www.colinette.fr/;-;42;17;-;-;-;non
10/03/2022;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL COLISÉE-VERDUN;33 rue de Verdun;34090;MONTPELLIER;https://www.hotelcolisee.com;-;47;19;-;-;-;non
31/05/2022;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL COLLIN;4 rue du Château;68480;FERRETTE;https://www.hotel-restaurant-collin.fr/;-;21;9;-;-;-;non
17/03/2023;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL COLMAR VIGNES;2 rue des trois châteaux;68420;EGUISHEIM;http://www.hotel-colmar-vignes.fr/;-;42;17;-;-;-;non
05/08/2024;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL COLOMBO;route de Calvi;20150;OTA;http://www.hotel-colombo-porto.com;-;44;16;-;-;-;non
24/10/2022;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL COME INN;13 rue Albin HALLER;86000;POITIERS;https://www.hotel-comeinn.com/;-;101;44;-;-;-;non
01/04/2025;HÔTEL DE TOURISME;5 étoiles;-;-;HÔTEL COMO LE MONTRACHET;10 place des marronniers;21190;PULIGNY-MONTRACHET;https://www.comohotels.com/fr/burgundy/como-le-montrachet?updatelang=yes;-;53;28;-;-;-;non
19/07/2023;HÔTEL DE TOURISME;4 étoiles;-;-;HÔTEL COMPAGNIE DES ILES LE JARDIN MAORE;Plage de NGOUJA;97620;CHIRONGUI;https://hotel-jardin-maore.com/;-;122;42;-;-;-;non
27/10/2025;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL COMTÉ DE NICE;25 Boulevard Marinoni;06310;BEAULIEU-SUR-MER;https://www.hotel-comtedenice.com/fr/;-;64;32;-;-;-;non
04/09/2023;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL CONCORDE;12 rue béteille;12000;RODEZ;http://www.rodez-concorde.com/;-;45;20;-;-;-;non
21/07/2022;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL CONCORDE;73 rue Lacretelle;71000;MÂCON;http://hotelconcorde71.com/;-;32;11;-;-;-;non
02/03/2022;HÔTEL DE TOURISME;4 étoiles;-;-;HÔTEL CONCORDE MONTPARNASSE;40 rue du Commandant René Mouchotte;75014;PARIS 14E ARRONDISSEMENT;https://www.hotel-montparnasse.com/;-;704;352;-;-;-;non
13/04/2022;HÔTEL DE TOURISME;4 étoiles;-;-;HÔTEL CONCORDIA LE MANS CENTRE;16 avenue du Général Leclerc;72100;LE MANS;https://www.hotel-concordia-lemans.com/;-;114;58;-;-;-;non
21/02/2023;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL CONCORTEL;21 Rue Pasquier;75008;PARIS 8E ARRONDISSEMENT;http://www.hotelconcortel.com;-;90;46;-;-;-;non
31/05/2021;HÔTEL DE TOURISME;4 étoiles;-;-;HÔTEL CONFIDENTIEL;64 rue de l'Arbre Sec;75001;PARIS;https://www.hotelconfidentielparis.com/;-;18;6;-;-;-;non
21/06/2022;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL CONFORT 09;3 Quai Armand Sylvestre;09400;TARASCON-SUR-ARIÈGE;https://www.hotel-tarascon-sur-ariege.com/;-;33;14;-;-;-;non
27/02/2023;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL CONSTANTIN;59 boulevard de Craponne;13200;ARLES;http://www.hotel-constantin-arles.com/;-;29;12;-;-;-;non
09/07/2021;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL CONTINENTAL;65 rue Nationale;74500;ÉVIAN-LES-BAINS;https://www.hotel-continental-evian.com/fr/acceuil-en/;-;60;29;-;-;-;non
29/11/2022;HÔTEL DE TOURISME;1 étoile;-;-;HÔTEL CONTINENTAL;10 rue François Gillet;42000;SAINT-ÉTIENNE;https://www.hotelcontinental42.fr/fr/;-;48;22;-;-;-;non
24/04/2024;HÔTEL DE TOURISME;4 étoiles;-;-;HÔTEL CONTINENTAL;93 place Drouet d'Erlon;51100;REIMS;www.continental-hotel.fr;-;108;51;-;-;-;non
07/10/2021;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL CONTINENTAL;20 avenue Bernadette Soubirous;65100;LOURDES;https://www.hotelcontinentallourdes.com/fr/hotel-b-and-b-lourdes;-;78;39;-;-;-;non
25/07/2022;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL CONTINENTAL;3 Avenue Maréchal Sebastiani;20200;BASTIA;https://www.hotelcontinentalbastia.com/;-;74;34;-;-;-;non
01/03/2023;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL CONTINENTAL VIERZON;104 bis avenue Edouard Vaillant;18100;VIERZON;https://www.etape-continental.com/;-;86;37;-;-;-;non
07/12/2022;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL CONVENTION MONTPARNASSE;41 rue Alain Chartier;75015;PARIS 15E ARRONDISSEMENT;http://www.hotel-convention-montparnasse.com;-;74;37;-;-;-;non
22/03/2022;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL CORDELIA;11 rue de Greffulhe;75008;PARIS;https://www.cordelia-paris-hotel.com/;-;60;30;-;-;-;non
14/01/2022;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL CORNICHE DU LIOUQUET;Corniche du Liouquet;13600;LA CIOTAT;https://www.hotel-corniche-ciotat.com/;-;30;15;-;-;-;non
25/09/2023;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL CORONA;4 rue du calvaire;65100;LOURDES;http://www.hotel-corona-lourdes.com;-;127;65;-;-;-;non
21/02/2022;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL CORONA RODIER;4 rue Rodier;75009;PARIS 9E ARRONDISSEMENT;https://www.hotelcoronaparis.com/;-;99;41;-;-;-;non
27/07/2023;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL CORRIEU;carré de la quillane;66210;LA LLAGONNE;http://www.hotel-corrieu.fr/;-;57;21;-;-;-;non
29/05/2024;HÔTEL DE TOURISME;5 étoiles;-;-;HÔTEL CORSICA;Route de Pietramaggiore;20260;CALVI;http://hotel-calvi-corsica.com;-;96;48;-;-;-;non
22/12/2022;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL CORTIE;3 rue Jean-Jacques Rousseau;66300;THUIR;https://hotel-cortie.com/;-;27;12;-;-;-;non
10/11/2022;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL COSITEL;29 rue Gérard Gaunelle;50200;COUTANCES;http://www.cositel.fr;-;123;55;-;-;-;non
12/07/2022;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL COSMIQUES;37 Impasse des Rhododendrons;74400;CHAMONIX-MONT-BLANC;https://www.cosmiqueschamonix.com;-;40;17;-;-;-;non
02/08/2023;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL COSMOPOLITAIN;1 rue Gambetta;64200;BIARRITZ;www.hotelcosmopolitain.com;-;50;25;-;-;-;non
14/10/2022;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL COSMOS;13 rue de metz;88140;CONTREXÉVILLE;https://www.hotelcontrexeville.com/;-;166;83;-;-;-;non
31/08/2023;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL COSMOTEL;17 boulevard de strasbourg;75010;PARIS;https://www.cosmotel-paris.com/;-;69;30;-;-;-;non
07/06/2022;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL COSTA ROSSA;Route de la Marine;20150;OTA;https://www.hotel-costarossa-porto-corse.com/;-;51;21;-;-;-;non
21/04/2022;HÔTEL DE TOURISME;4 étoiles;-;-;HÔTEL COSTA SALINA;Quai Pascal Paoli;20137;PORTO-VECCHIO;https://www.hotelcostasalina.com/;-;135;63;-;-;-;non
09/12/2022;HÔTEL DE TOURISME;5 étoiles;-;-;HÔTEL COSTES;239 rue Saint-Honoré;75001;PARIS 1ER ARRONDISSEMENT;http://www.hotelcostes.com;-;191;99;-;-;-;non
27/04/2023;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL COTÉ RIVAGE;190 rue du passeur;24150;BADEFOLS-SUR-DORDOGNE;www.cote-dordogne.com;-;14;7;-;-;-;non
13/04/2023;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL COTÉ SUD;3 allée du mistral;07130;SAINT-PÉRAY;http://www.hotel-cotesud.fr;-;48;23;-;-;-;non
17/05/2023;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL COULEURS DU SUD;5 Rue Jean Dollfus;06400;CANNES;http://www.cannes-hotel-couleurs-du-sud.com/;-;16;7;-;-;-;non
09/01/2026;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL COULEURS SUD;3 place de la Gare;08000;CHARLEVILLE-MÉZIÈRES;http://www.hotel-charleville-mezieres.com/index.php;-;97;46;-;-;-;non
24/09/2024;HÔTEL DE TOURISME;5 étoiles;-;-;HÔTEL COUR DES VOSGES;19 place des Vosges;75004;PARIS 4E ARRONDISSEMENT;https://www.courdesvosges.com/;-;24;12;-;-;-;non
09/03/2022;HÔTEL DE TOURISME;4 étoiles;-;-;HÔTEL COUR DU CORBEAU MGALLERY BY SOFITEL;6/8 rue des Couples;67100;STRASBOURG;https://www.cour-corbeau.com/;-;126;63;-;-;-;non
03/03/2025;HÔTEL DE TOURISME;4 étoiles;-;-;HÔTEL COURBARIL;2 RUE CARRET;97229;LES TROIS-ÎLETS;https://www.courbarilvillage.com/fr/;-;62;31;-;-;-;non
18/06/2021;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL COURBET;33 avenue Amiral Courbet;06160;JUAN LES PINS;https://www.hotelcourbet.com/fr/;-;53;25;-;-;-;non
11/01/2023;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL COURCHEVEL OLYMPIC;rue des tovets;73120;COURCHEVEL;http://www.courchevelolympic.com/fr;-;63;27;-;-;-;non
23/11/2022;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL COURRIER SUD;55 chemin de ribaute;31130;QUINT-FONSEGRIVES;hotelcourriersud.fr;-;97;57;-;-;-;non
30/10/2023;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL COURSEINE;18 Avenue Marceau;92400;COURBEVOIE;www.hotelcourseine.com;-;68;33;-;-;-;non
27/02/2024;HÔTEL DE TOURISME;4 étoiles;-;-;HÔTEL COURTYARD BY MARRIOTT GARE DE LYON;209/211 rue de Bercy;75012;PARIS;https://www.marriott.fr/hotels/travel/pargl-courtyard-paris-gare-de-lyon;-;642;249;-;-;-;non
03/09/2025;HÔTEL DE TOURISME;4 étoiles;-;-;HÔTEL COURTYARD BY MARRIOTT LYON EUREXPO STADIUM;350 Rue Antoine Pinay;69740;GENAS;https://www.marriott.com/fr/hotels/lysye-courtyard-lyon-eurexpo/overview/;-;222;108;-;-;-;non
08/02/2022;HÔTEL DE TOURISME;4 étoiles;-;-;HÔTEL COURTYARD BY MARRIOTT MONTPELLIER;105 place Georges Frêche;34000;MONTPELLIER;https://www.marriott.fr/hotels/travel/mplcy-courtyard-montpellier;-;252;123;-;-;-;non
07/03/2022;HÔTEL DE TOURISME;4 étoiles;-;-;HÔTEL COURTYARD BY MARRIOTT PARIS ARCUEIL;6 avenue du Président Salvador Allende;94110;ARCUEIL;https://www.marriott.fr/hotels/travel/parac-courtyard-paris-arcueil;-;340;170;-;-;-;non
19/12/2022;HÔTEL DE TOURISME;4 étoiles;-;-;HÔTEL COURTYARD BY MARRIOTT PARIS LA DEFENSE WEST COLOMBES;91 boulevard Charles de Gaulle;92700;COLOMBES;http://www.marriott.fr/hotels/travel/parcf-courtyard-paris-la-defense-west-colombes/;-;300;150;-;-;-;non
02/01/2023;HÔTEL DE TOURISME;4 étoiles;-;-;HÔTEL COURTYARD BY MARRIOTT PARIS SAINT-DENIS;34 boulevard de la Libération;93200;SAINT-DENIS;https://www.marriott.fr/hotels/travel/parsd-courtyard-paris-saint-denis/;-;300;150;-;-;-;non
05/07/2022;HÔTEL DE TOURISME;4 étoiles;-;-;HÔTEL COURTYARD BY MARRIOTT TOULOUSE AIRPORT;4 bis rue Alain Fournier;31300;TOULOUSE;https://www.marriott.fr/hotels/travel/tlscy-courtyard-toulouse-airport;-;575;187;-;-;-;non
15/03/2022;HÔTEL DE TOURISME;4 étoiles;-;-;HÔTEL COURTYARD PARIS CRÉTEIL;2 rue Daniel Costantini;94000;CRÉTEIL;https://www.marriott.fr/hotels/travel/parcc-courtyard-paris-creteil/;-;224;112;-;-;-;non
06/12/2022;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL COUVENT DU FRANCISCAIN;18 Rue du faubourg de Pierre;67000;STRASBOURG;https://www.hotel-franciscain.net/;-;87;42;-;-;-;non
27/07/2022;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL COWOOL AVIGNON;2 Rue Marie de Medicis;84000;AVIGNON;https://www.cowool.co/;-;206;98;-;-;-;non
28/09/2022;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL COYPEL;142 boulevard de l'hôpital;75013;PARIS 13E ARRONDISSEMENT;https://www.magna-arbor-hotels.com/;-;83;44;-;-;-;non
18/01/2022;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL CRAYON;25 rue du Bouloi;75001;PARIS;https://hotelcrayon.com/fr/;-;43;26;-;-;-;non
26/04/2022;HÔTEL DE TOURISME;4 étoiles;-;-;HÔTEL CRAYON ROUGE;42 rue Croix des Petits Champs;75001;PARIS 1ER ARRONDISSEMENT;https://hotelcrayonrouge.com/fr/;-;29;17;-;-;-;non
21/12/2021;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL CRIDEN TOURS;65 boulevard Heurteloup;37000;TOURS;https://criden-tours.com/;-;81;33;-;-;-;non
02/12/2022;HÔTEL DE TOURISME;5 étoiles;-;-;HÔTEL CRILLON LE BRAVE;Place de l'église;84410;CRILLON-LE-BRAVE;www.crillonlebrave.com;-;70;34;-;-;-;non
30/05/2023;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL CRISPOL;3 rue des Guettes, Fontette;89450;SAINT-PÈRE;https://crispol.fr/;-;28;12;-;-;-;non
13/05/2022;HÔTEL DE TOURISME;4 étoiles;-;-;HÔTEL CRISTAL;13/15 Rond Point Duboys d'Angers;06400;CANNES;https://www.hotel-cristal.com/;-;128;64;-;-;-;non
11/04/2024;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL CROCUS LE MEMORIAL;2 RUE DE LA FOLIE;14000;CAEN;hotel-crocus-caen-memorial.com;-;114;52;-;-;-;non
26/04/2022;HÔTEL DE TOURISME;4 étoiles;-;-;HÔTEL CROISETTE BEACH CANNES MGALLERY;13 rue du Canada;06400;CANNES;https://www.croisettebeach.fr/;-;222;94;-;-;-;non
20/06/2023;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL CROIX BARAGNON;17 rue Croix Baragnon;31000;TOULOUSE;http://www.hotelcroixbaragnon.com/;-;30;14;-;-;-;non
07/07/2022;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL CROIX BLANCHE;81 rue Joseph Vallot;74400;CHAMONIX-MONT-BLANC;http://www.hotelcroixblanche-chamonix.fr/;-;72;34;-;-;-;non
16/02/2023;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL CROIX DES BRETONS;7 rue Marie Saint-Frai;65100;LOURDES;http://www.hotelcroixdesbretons.com;-;336;170;-;-;-;non
14/01/2022;HÔTEL DE TOURISME;4 étoiles;-;-;HÔTEL CROWNE PLAZA CITÉ INTERNATIONALE;22 Quai Charles de Gaulle;69006;LYON 6E ARRONDISSEMENT;https://www.ihg.com/crowneplaza/hotels/fr/fr/lyon/lyscp/hoteldetail;-;312;156;-;-;-;non
11/12/2023;HÔTEL DE TOURISME;4 étoiles;-;-;HÔTEL CROWNE PLAZA MARSEILLE LE DOME;14 rue sainte adélaide;13004;MARSEILLE 4E ARRONDISSEMENT;https://www.ihg.com/crowneplaza/hotels/fr/fr/marseille/mrsdm/hoteldetail;-;288;138;-;-;-;non
17/06/2022;HÔTEL DE TOURISME;4 étoiles;-;-;HÔTEL CROWNE PLAZA MONTPELLIER CORUM;190 rue d'Argencourt;34000;MONTPELLIER;https://www.ihg.com/crowneplaza/hotels/us/en/montpellier/mopda/hoteldetail?fromRedirect=true&qSrt=sBR&qSlH=mopda&setPMCookies=true&qSHBrC=CP&qDest=190%20Rue%20d%27%20Argencourt,%20Montpellier,%20FR&srb_u=1;-;288;144;-;-;-;non
07/06/2021;HÔTEL DE TOURISME;4 étoiles;-;-;HÔTEL CROWNE PLAZA NICE GRAND ARÉNAS;2 rue Costes et Bellonte;06200;NICE;https://www.ihg.com/crowneplaza/hotels/fr/fr/nice/ncean/hoteldetail?cm_mmc=GoogleMaps-_-CP-_-FR-_-NCEAN;-;284;129;-;-;-;non
09/05/2022;HÔTEL DE TOURISME;4 étoiles;-;-;HÔTEL CROWNE PLAZA PARIS RÉPUBLIQUE;10 place de la République;75011;PARIS 11E ARRONDISSEMENT;https://www.ihg.com/crowneplaza/hotels/fr/fr/paris/pardl/hoteldetail?fromRedirect=true&qSrt=sBR&qSlH=pardl&setPMCookies=true&qSHBrC=CP&qDest=10%20Place%20De%20La%20Republique,%20Paris,%20FR&srb_u=1;-;818;328;-;-;-;non
30/09/2022;HÔTEL DE TOURISME;4 étoiles;-;-;HÔTEL CRYCHAR;136 impasse de la Grange neuve;74260;LES GETS;http://www.crychar.com;-;49;16;-;-;-;non
09/01/2023;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL CRYSTAL;86 place Douet'd'Erlon;51100;REIMS;http://www.hotel-crystal.fr;-;64;30;-;-;-;non
05/08/2022;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL CRYSTAL;24 rue Saint-Benoît;75006;PARIS 6E ARRONDISSEMENT;https://hotelcrystalsaintgermainparis.com/fr/;-;54;26;-;-;-;non
10/12/2024;HÔTEL DE TOURISME;4 étoiles;-;-;HÔTEL CUEILLETTE;3 La Raufie;19120;ALTILLAC;www.restaurant-cueillette.fr;-;10;5;-;-;-;non
16/09/2022;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL CUU LONG;30 Route Départementale 817;31800;LABARTHE-INARD;http://www.hotel-restaurant-saint-gaudens.fr;-;31;17;-;-;-;non
18/12/2023;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL CYRNEA;18 Route du Cap;20200;SAN-MARTINO-DI-LOTA;http://www.hotelcyrnea.fr/;-;38;19;-;-;-;non
30/06/2025;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL CYRNOS;rue de la République;20130;CARGESE;www.hotelcyrnos.fr;-;18;9;-;-;-;non
13/06/2023;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL CYRNÉA;avenue Christophe Colomb;20260;CALVI;http://www.hotel-cyrnea.fr;-;95;41;-;-;-;non
